STUDY_ID,SAMPLE_ID,CDKN2A,MDM2,MDM4,TP53,type,z_CDKN2A,z_MDM2,z_MDM4,z_TP53
lgg_tcga,TCGA-HW-8319-01,84.5204,1045.9006,909.1485,788.2241,Non-complementary,-0.4383,-0.976,0.2431,-0.6175
lgg_tcga,TCGA-HW-8320-01,139.9703,1122.2115,760.3884,212.0549,Non-complementary,-0.2717,-0.782,-0.243,-1.6024
lgg_tcga,TCGA-HW-8321-01,318.1487,1258.3542,660.8949,578.0403,Non-complementary,0.2635,-0.4359,-0.5682,-0.9768
lgg_tcga,TCGA-HW-A5KJ-01,225.7583,1621.5813,1243.1626,1586.7727,Non-complementary,-0.014,0.4874,1.3347,0.7475
lgg_tcga,TCGA-IK-7675-01,706.7228,721.6446,1015.9536,1460.1159,Non-complementary,1.4308,-1.8003,0.5922,0.531
lgg_tcga,TCGA-IK-8125-01,179.9522,1634.3854,548.8078,1034.9564,Non-complementary,-0.1516,0.52,-0.9345,-0.1958
lgg_tcga,TCGA-P5-A5EU-01,10.9228,1027.4953,689.2655,1945.3861,Non-complementary,-0.6594,-1.0228,-0.4755,1.3605
lgg_tcga,TCGA-P5-A5EW-01,13.6618,1046.1656,837.9261,1377.3617,Non-complementary,-0.6512,-0.9753,0.0104,0.3895
lgg_tcga,TCGA-P5-A5EX-01,354.3157,2319.5041,621.8407,1358.6075,Non-complementary,0.3722,2.2616,-0.6958,0.3575
lgg_tcga,TCGA-P5-A5F1-01,415.52,1003.099,687.2443,186.9344,Non-complementary,0.556,-1.0848,-0.4821,-1.6453
lgg_tcga,TCGA-P5-A5F2-01,186.5479,1186.1176,951.9711,486.563,Non-complementary,-0.1318,-0.6195,0.3831,-1.1332
lgg_tcga,TCGA-P5-A5F4-01,69.1853,984.5244,740.5553,988.6208,Non-complementary,-0.4844,-1.132,-0.3078,-0.275
lgg_tcga,TCGA-P5-A72Z-01,43.7215,1127.1194,609.691,2977.1925,Non-complementary,-0.5609,-0.7695,-0.7355,3.1242
lgg_tcga,TCGA-P5-A731-01,433.4365,1876.161,542.2379,549.7567,Non-complementary,0.6099,1.1346,-0.956,-1.0251
lgg_tcga,TCGA-P5-A735-01,154.5351,993.2757,843.9109,1702.7584,Non-complementary,-0.228,-1.1098,0.0299,0.9457
lgg_tcga,TCGA-P5-A736-01,270.2104,936.8771,576.412,675.526,Non-complementary,0.1195,-1.2531,-0.8443,-0.8101
lgg_tcga,TCGA-P5-A77W-01,184.9234,2063.6042,1172.7523,1839.4189,Non-complementary,-0.1367,1.6111,1.1046,1.1793
lgg_tcga,TCGA-P5-A77X-01,149.6986,1764.5673,970.7976,1136.4042,Non-complementary,-0.2425,0.8509,0.4446,-0.0223
lgg_tcga,TCGA-P5-A780-01,124.1218,1499.6097,955.1132,1831.3817,Non-complementary,-0.3193,0.1774,0.3933,1.1656
lgg_tcga,TCGA-QH-A65V-01,275.7965,1612.9339,749.4056,933.4284,Non-complementary,0.1363,0.4655,-0.2789,-0.3693
lgg_tcga,TCGA-QH-A65Z-01,248.3603,1822.0376,1006.1216,1169.2173,Non-complementary,0.0539,0.997,0.56,0.0337
lgg_tcga,TCGA-QH-A6X3-01,13.2309,1373.8796,1160.0512,206.5728,Non-complementary,-0.6525,-0.1422,1.0631,-1.6118
lgg_tcga,TCGA-QH-A86X-01,93.3439,1441.1525,1189.9272,1215.1328,Non-complementary,-0.4118,0.0288,1.1607,0.1122
lgg_tcga,TCGA-RY-A83Y-01,132.2228,1205.6221,822.4883,1182.1968,Non-complementary,-0.295,-0.57,-0.0401,0.0559
lgg_tcga,TCGA-RY-A83Z-01,238.3641,1282.6496,1402.5844,3080.6674,Non-complementary,0.0238,-0.3741,1.8557,3.3011
lgg_tcga,TCGA-RY-A840-01,252.1921,1153.2359,722.7557,1417.119,Non-complementary,0.0654,-0.7031,-0.366,0.4575
lgg_tcga,TCGA-RY-A843-01,26.4977,1348.6943,857.9109,587.1736,Non-complementary,-0.6126,-0.2063,0.0757,-0.9612
lgg_tcga,TCGA-S9-A6TS-01,764.1093,1181.2169,1055.5556,1429.0079,Non-complementary,1.6032,-0.632,0.7216,0.4778
lgg_tcga,TCGA-S9-A6TU-01,162.0085,1059.6874,1165.7982,1585.5045,Non-complementary,-0.2055,-0.9409,1.0819,0.7453
lgg_tcga,TCGA-S9-A6TV-01,387.2502,694.2566,869.604,1115.9819,Non-complementary,0.4711,-1.8699,0.1139,-0.0573
lgg_tcga,TCGA-S9-A6TW-01,191.1783,2020.3956,719.9902,1468.4851,Non-complementary,-0.1179,1.5013,-0.3751,0.5453
lgg_tcga,TCGA-S9-A6TZ-01,159.231,1619.9162,940.1035,814.1484,Non-complementary,-0.2139,0.4832,0.3443,-0.5732
lgg_tcga,TCGA-S9-A6U2-01,172.7402,1871.2731,847.1368,1573.1188,Non-complementary,-0.1733,1.1222,0.0405,0.7241
lgg_tcga,TCGA-S9-A6U5-01,320.6751,1486.9198,885.2321,1192.4051,Non-complementary,0.2711,0.1451,0.165,0.0734
lgg_tcga,TCGA-S9-A6U9-01,348.9157,1303.1325,1129.6386,486.2651,Non-complementary,0.356,-0.3221,0.9637,-1.1337
lgg_tcga,TCGA-S9-A6UB-01,281.5875,1562.9195,856.1132,1459.0159,Non-complementary,0.1537,0.3383,0.0698,0.5291
lgg_tcga,TCGA-S9-A6WN-01,249.9106,2186.7175,531.7754,686.7772,Non-complementary,0.0585,1.9241,-0.9901,-0.7909
lgg_tcga,TCGA-S9-A6WP-01,131.2297,1848.7029,959.6825,1537.1629,Non-complementary,-0.298,1.0648,0.4083,0.6627
lgg_tcga,TCGA-S9-A6WQ-01,399.5393,866.5061,915.0874,1241.7548,Non-complementary,0.508,-1.432,0.2625,0.1577
lgg_tcga,TCGA-S9-A7IY-01,32.7409,1317.5865,809.9439,1063.6109,Non-complementary,-0.5939,-0.2853,-0.0811,-0.1468
lgg_tcga,TCGA-S9-A7J1-01,227.4179,1718.1551,1208.6368,899.9617,Non-complementary,-0.009,0.7329,1.2219,-0.4265
lgg_tcga,TCGA-S9-A7R8-01,264.8154,1503.736,1536.9677,1332.9041,Non-complementary,0.1033,0.1879,2.2949,0.3135
lgg_tcga,TCGA-TM-A7C4-01,22.3844,1020.438,652.5547,950.365,Non-complementary,-0.625,-1.0407,-0.5954,-0.3404
lgg_tcga,TCGA-TM-A84F-01,300.3682,1244.0821,1023.6718,1176.7491,Non-complementary,0.2101,-0.4722,0.6174,0.0466
lgg_tcga,TCGA-TM-A84G-01,202.3494,1477.4536,915.8772,1425.54,Non-complementary,-0.0843,0.1211,0.2651,0.4719
lgg_tcga,TCGA-TM-A84L-01,289.6344,1199.5007,1164.8024,583.1241,Non-complementary,0.1779,-0.5855,1.0786,-0.9681
lgg_tcga,TCGA-TM-A84M-01,128.2582,1251.9652,909.8055,2297.0625,Non-complementary,-0.3069,-0.4521,0.2453,1.9616
lgg_tcga,TCGA-TM-A84O-01,269.4938,1755.586,1331.9653,1075.6954,Non-complementary,0.1174,0.8281,1.6249,-0.1261
lgg_tcga,TCGA-TM-A84Q-01,213.0692,1228.3629,1005.2138,1476.8856,Non-complementary,-0.0521,-0.5121,0.5571,0.5597
lgg_tcga,TCGA-TM-A84T-01,108.9476,1330.5517,1181.2703,1535.9295,Non-complementary,-0.3649,-0.2524,1.1324,0.6606
lgg_tcga,TCGA-TQ-A7RG-01,553.9294,1786.7421,1063.5838,1098.0199,Non-complementary,0.9718,0.9073,0.7478,-0.088
lgg_tcga,TCGA-TQ-A7RI-01,128.9111,1508.1352,1108.4689,708.8027,Non-complementary,-0.305,0.1991,0.8945,-0.7533
lgg_tcga,TCGA-TQ-A7RQ-01,284.8276,1376.3943,1092.152,728.2561,Non-complementary,0.1634,-0.1358,0.8412,-0.72
lgg_tcga,TCGA-TQ-A8XE-01,148.6091,1327.5988,1170.571,187.0425,Non-complementary,-0.2458,-0.2599,1.0975,-1.6451
lgg_tcga,TCGA-TQ-A8XE-02,314.1402,1255.3858,902.8594,188.4058,Non-complementary,0.2515,-0.4435,0.2226,-1.6428
lgg_tcga,TCGA-VM-A8CB-01,204.7636,1248.0152,911.2264,1535.727,Non-complementary,-0.0771,-0.4622,0.2499,0.6602
lgg_tcga,TCGA-VM-A8CE-01,230.9848,1477.1817,1136.9095,1254.2034,Non-complementary,0.0017,0.1204,0.9875,0.179
lgg_tcga,TCGA-VM-A8CF-01,476.5861,1351.2085,842.145,472.8097,Non-complementary,0.7395,-0.1999,0.0242,-1.1567
lgg_tcga,TCGA-VM-A8CH-01,219.2621,1304.2556,1148.6502,778.0266,Non-complementary,-0.0335,-0.3192,1.0258,-0.6349
lgg_tcga,TCGA-VV-A829-01,213.3823,2135.4549,590.7793,762.1379,Non-complementary,-0.0512,1.7937,-0.7973,-0.6621
lgg_tcga,TCGA-VV-A86M-01,47.433,1571.9866,1479.9107,1121.0938,Non-complementary,-0.5497,0.3614,2.1084,-0.0485
lgg_tcga,TCGA-W9-A837-01,52.7859,1258.4311,762.8299,824.7801,Non-complementary,-0.5336,-0.4357,-0.235,-0.555
lgg_tcga,TCGA-WY-A858-01,176.4238,1316.899,1159.0147,793.01,Non-complementary,-0.1622,-0.2871,1.0597,-0.6093
lgg_tcga,TCGA-WY-A85A-01,122.9876,1210.3457,987.0678,1522.3014,Non-complementary,-0.3228,-0.5579,0.4978,0.6373
lgg_tcga,TCGA-WY-A85B-01,126.9363,1255.5938,1286.1446,1987.9518,Non-complementary,-0.3109,-0.4429,1.4752,1.4332
lgg_tcga,TCGA-WY-A85D-01,164.6943,1279.0927,1283.5306,1267.2584,Non-complementary,-0.1975,-0.3832,1.4666,0.2013
